TimePoint,Area,PositionName,StationCode,Latitude,Longitude,AQI,Quality,Measure,Unheathful,NO2,O3,PM10,PM2_5,SO2,NO,NOx
2023-12-06T23:00:00,天津市,第四大街,1023A,39.0343,117.707,269,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,63,6,398,74,5,—,—
2023-12-06T23:00:00,天津市,永明路,1024A,38.8394,117.457,273,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,62,2,401,80,7,—,—
2023-12-06T23:00:00,天津市,汉北路,1026A,39.1587,117.764,137,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,67,2,223,74,7,—,—
2023-12-06T23:00:00,天津市,团泊洼,1027A,38.9194,117.157,262,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,49,2,393,130,6,—,—
2023-12-06T23:00:00,天津市,河西一经路,2858A,39.2474,117.7918,228,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,68,2,369,91,10,—,—
2023-12-06T23:00:00,天津市,津沽路,2859A,38.9846,117.3747,283,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,66,3,408,89,5,—,—
2023-12-06T23:00:00,天津市,宾水西道,2860A,39.0845,117.1589,333,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,68,4,446,97,4,—,—
2023-12-06T23:00:00,天津市,大理道,2922A,39.1067,117.1941,161,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,60,8,272,118,6,—,—
2023-12-06T23:00:00,天津市,中山北路,3020A,39.1699,117.2101,270,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,52,29,399,82,4,—,—
2023-12-06T23:00:00,天津市,西四道,3051A,39.1488,117.3876,308,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,64,3,426,82,6,—,—
2023-12-06T23:00:00,天津市,雍阳西道,3325A,39.3828,117.0365,276,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,68,8,403,109,9,—,—
2023-12-06T23:00:00,天津市,辛老路,3326A,39.0605,117.0296,367,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,70,6,473,119,5,—,—
2023-12-06T23:00:00,天津市,地纬路,3327A,38.9375,116.9638,266,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,55,10,396,98,6,—,—
2023-12-06T23:00:00,天津市,北环路,3460A,40.0583,117.4067,161,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,21,34,272,73,6,—,—
2023-12-06T23:00:00,天津市,建设路,3461A,39.7169,117.3045,—,—,—,—,68,—,—,—,10,—,—
2023-12-06T23:00:00,天津市,滨水东路,3462A,39.3521,117.8199,314,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,73,5,431,80,7,—,—
2023-12-06T23:00:00,石家庄市,职工医院,1029A,38.0444,114.4422,126,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,67,11,202,49,4,—,—
2023-12-06T23:00:00,石家庄市,高新区,1030A,38.0266,114.6063,119,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,66,5,188,65,3,—,—
2023-12-06T23:00:00,石家庄市,西北水源,1031A,38.1328,114.4898,134,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,64,4,217,52,3,—,—
2023-12-06T23:00:00,石家庄市,西南高教,1032A,38.0058,114.4586,127,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,71,2,203,64,5,—,—
2023-12-06T23:00:00,石家庄市,世纪公园,1033A,38.0178,114.5331,99,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,63,5,147,61,3,—,—
2023-12-06T23:00:00,石家庄市,人民会堂,1034A,38.0457,114.509,124,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,69,5,198,61,5,—,—
2023-12-06T23:00:00,石家庄市,封龙山,1035A,37.8911,114.3524,89,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,7,42,128,40,6,—,—
2023-12-06T23:00:00,石家庄市,22中南校区,2862A,38.0378,114.5481,114,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,67,4,178,57,4,—,—
2023-12-06T23:00:00,石家庄市,鹿泉一中,3456A,38.0906,114.289,98,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,32,42,146,32,9,—,—
2023-12-06T23:00:00,石家庄市,藁城区实验学校,3573A,38.0322033,114.8506765,117,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,66,8,183,58,10,—,—
2023-12-06T23:00:00,石家庄市,井陉矿区区委大楼,3574A,38.0591645,114.0504658,100,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,30,44,150,24,13,—,—
2023-12-06T23:00:00,石家庄市,栾城区星河路,4024A,37.9020,114.6549,119,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,67,12,187,64,23,—,—
2023-12-06T23:00:00,秦皇岛市,北戴河环保局,1042A,39.8207,119.5134,80,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,62,10,110,25,11,—,—
2023-12-06T23:00:00,秦皇岛市,第一关,1043A,40.0116,119.7493,73,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,60,4,95,25,16,—,—
2023-12-06T23:00:00,秦皇岛市,监测站,1044A,39.9499,119.5897,84,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,74,6,118,49,27,—,—
2023-12-06T23:00:00,秦皇岛市,建设大厦,1046A,39.9041,119.5251,75,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,60,10,99,52,21,—,—
2023-12-06T23:00:00,秦皇岛市,文明里,3132A,39.943889,119.610547,90,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,71,4,130,35,13,—,—
2023-12-06T23:00:00,邯郸市,东污水处理厂,1048A,36.6116,114.5302,125,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,68,2,199,58,6,—,—
2023-12-06T23:00:00,邯郸市,矿院,1049A,36.5713,114.4918,102,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,63,7,154,57,7,—,—
2023-12-06T23:00:00,邯郸市,丛台公园,1050A,36.6133,114.484,98,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,45,31,146,53,12,—,—
2023-12-06T23:00:00,邯郸市,香泉濮院小区,3458A,36.5593,114.7895,130,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,25,37,210,58,10,—,—
2023-12-06T23:00:00,邯郸市,永年区实验高中,3579A,36.77178,114.50634,115,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,58,20,180,61,23,—,—
2023-12-06T23:00:00,邯郸市,峰峰矿区临水派出所,3580A,36.44293,114.20016,102,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,22,54,153,56,14,—,—
2023-12-06T23:00:00,邢台市,达活泉,1077A,37.0886,114.4704,107,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,60,14,164,39,11,—,—
2023-12-06T23:00:00,邢台市,邢师高专,1078A,37.0349,114.5062,107,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,74,5,163,49,8,—,—
2023-12-06T23:00:00,邢台市,路桥公司,1079A,37.0851,114.5237,98,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,53,19,146,36,10,—,—
2023-12-06T23:00:00,邢台市,市环保局,1080A,37.0719,114.4725,109,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,42,4,168,52,7,—,—
2023-12-06T23:00:00,保定市,游泳馆,1051A,38.8632,115.493,130,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,45,26,209,73,15,—,—
2023-12-06T23:00:00,保定市,华电二区,1052A,38.8959,115.5213,109,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,60,17,168,41,9,—,—
2023-12-06T23:00:00,保定市,接待中心,1053A,38.9108,115.4713,137,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,39,28,224,63,13,—,—
2023-12-06T23:00:00,保定市,地表水厂,1054A,38.8416,115.4612,147,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,53,15,243,83,12,—,—
2023-12-06T23:00:00,保定市,监测站,1056A,38.8639,115.5086,137,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,63,8,224,82,13,—,—
2023-12-06T23:00:00,保定市,满城区生态环境分局,3581A,38.95208,115.31981,154,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,45,22,258,58,5,—,—
2023-12-06T23:00:00,保定市,清苑区第二中学,3582A,38.76408,115.47694,150,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,38,25,249,58,12,—,—
2023-12-06T23:00:00,保定市,徐水物探局,3583A,39.02311,115.62909,172,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,62,7,293,51,8,—,—
2023-12-06T23:00:00,保定市,双鹰农机,4004A,38.8656,115.4202,130,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,44,21,209,65,14,—,—
2023-12-06T23:00:00,承德市,铁路,1062A,40.9081,117.9531,73,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,49,5,96,38,15,—,—
2023-12-06T23:00:00,承德市,中国银行,1063A,40.9763,117.9392,76,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,47,8,102,30,8,—,—
2023-12-06T23:00:00,承德市,开发区,1064A,40.928,117.9503,70,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,51,2,90,34,12,—,—
2023-12-06T23:00:00,承德市,文化中心,1065A,40.9655,117.8051,123,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,52,8,196,67,13,—,—
2023-12-06T23:00:00,承德市,离宫,1066A,41.0026,117.9268,67,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,43,4,84,37,4,—,—
2023-12-06T23:00:00,衡水市,电机北厂,1074A,37.7541,115.6838,112,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,28,37,173,65,10,—,—
2023-12-06T23:00:00,衡水市,市监测站,1075A,37.7316,115.6303,118,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,37,33,185,47,12,—,—
2023-12-06T23:00:00,衡水市,市城管局,3188A,37.7217,115.6683,119,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,37,31,188,60,9,—,—
2023-12-06T23:00:00,衡水市,地表水厂,3459A,37.5491,115.5989,128,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,59,5,205,61,11,—,—
2023-12-06T23:00:00,张家口市,人民公园,1057A,40.8336,114.8883,110,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,20,45,169,28,10,—,—
2023-12-06T23:00:00,张家口市,五金库,1059A,40.8042,114.8687,109,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,51,25,168,46,12,—,—
2023-12-06T23:00:00,张家口市,世纪豪园,1060A,40.762,114.8902,103,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,34,40,156,31,12,—,—
2023-12-06T23:00:00,张家口市,北泵房,1061A,40.8661,114.8916,103,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,19,36,155,34,13,—,—
2023-12-06T23:00:00,张家口市,烟厂,3131A,40.7993,114.879,104,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,29,41,157,39,8,—,—
2023-12-06T23:00:00,张家口市,青少年活动中心,3323A,40.9724,115.2773,83,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,10,69,115,25,5,—,—
2023-12-06T23:00:00,廊坊市,药材公司,1067A,39.5111,116.6708,295,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,65,4,416,100,9,—,—
2023-12-06T23:00:00,廊坊市,开发区,1068A,39.5589,116.7214,198,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,53,12,345,86,7,—,—
2023-12-06T23:00:00,廊坊市,北华航天学院,1070A,39.5269,116.7244,195,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,62,11,340,77,11,—,—
2023-12-06T23:00:00,廊坊市,河北工业大学,2919A,39.5453,116.7022,235,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,56,6,374,99,12,—,—
2023-12-06T23:00:00,唐山市,雷达站,1037A,39.6363,118.131,304,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,68,1,423,114,8,—,—
2023-12-06T23:00:00,唐山市,物资局,1038A,39.6334,118.1725,216,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,75,2,361,68,10,—,—
2023-12-06T23:00:00,唐山市,十二中,1040A,39.6506,118.1705,266,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,69,1,396,69,6,—,—
2023-12-06T23:00:00,唐山市,小山,1041A,39.622,118.1869,256,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,73,1,389,79,8,—,—
2023-12-06T23:00:00,唐山市,冀东油田职工医院,3457A,39.2762,118.4359,245,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,33,27,381,87,13,—,—
2023-12-06T23:00:00,唐山市,正泰大街热力站,3575A,39.58089,118.09279,255,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,63,2,388,91,9,—,—
2023-12-06T23:00:00,唐山市,丰润区政府,3576A,39.8322,118.1562,116,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,69,2,181,54,11,—,—
2023-12-06T23:00:00,唐山市,金山小学,3577A,39.73809,118.43673,101,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,64,0,152,37,16,—,—
